POSTE;DATE;RR;DRR;TM;FXY;DXY;UM
75114001;20101206;0,6;325;2,0;4,8;20;87
75114001;20101207;6,4;680;0,9;4,4;10;88
75114001;20101208;13,7;570;0,8;6,8;350;89
75114001;20101209;0,0;0;2,1;5,6;320;79
75114001;20101210;0,0;0;3,4;3,8;270;80
75114001;20101211;0,0;0;6,2;3,6;310;79
75114001;20101212;0,0;10;5,9;7,1;10;75
75114001;20101213;0,0;160;-0,4;6,9;10;71
75114001;20101214;0,0;0;-0,3;6,2;10;71
75114001;20101215;0,4;27;0,7;6,2;320;74
75114001;20101216;5,0;1084;3,4;7,4;240;86
75114001;20101217;0,6;180;0,5;6,8;10;75
75114001;20101218;4,6;399;0,0;5,8;190;87
75114001;20101219;8,8;536;2,1;11,9;240;84
75114001;20101220;4,2;548;1,0;4,7;140;88
75114001;20101221;0,0;75;3,5;3,8;350;91
75114001;20101222;12,8;638;1,8;6,7;360;87
75114001;20101223;3,2;992;0,3;8,9;350;87
75114001;20101224;0,2;553;0,1;9,4;350;75
75114001;20101225;0,0;0;-0,9;7,8;360;70
75114001;20101226;0,0;0;-0,2;3,2;140;81
75114001;20101227;0,0;26;-0,8;4,7;140;78
75114001;20101228;1,2;811;1,4;3,8;170;87
75114001;20101229;0,0;0;4,6;2,9;70;90
75114001;20101230;0,0;0;3,1;4,8;40;88
75114001;20101231;0,0;0;1,1;4,6;50;87
75114001;20110101;0,0;524;1,6;3,3;340;87
75114001;20110102;0,0;10;3,2;4,5;10;79
75114001;20110103;0,0;0;2,6;2,9;330;72
75114001;20110104;0,0;0;0,3;4,8;160;83
75114001;20110105;14,7;545;2,1;5,5;170;82
75114001;20110106;5,8;675;10,7;7,9;200;88
75114001;20110107;4,2;308;11,4;5,3;190;87
75114001;20110108;14,0;;11,3;9,3;200;77
75114001;20110109;0,0;5;6,3;5,7;310;77
75114001;20110110;2,6;210;4,0;5,6;160;80
75114001;20110111;3,8;285;7,0;6,4;170;81
75114001;20110112;2,0;405;9,0;5,5;210;85
75114001;20110113;0,0;7;13,0;7,0;240;80
75114001;20110114;0,2;;11,0;6,8;210;78
75114001;20110115;0,0;0;9,0;6,5;210;81
75114001;20110116;0,0;0;8,9;4,5;170;78
75114001;20110117;0,0;0;7,3;5,5;210;88
75114001;20110118;0,0;87;7,9;7,6;340;78
75114001;20110119;0,0;40;4,6;4,4;330;76
75114001;20110120;0,0;0;3,8;6,9;360;73
75114001;20110121;0,0;0;0,8;6,3;360;78
75114001;20110122;0,0;674;3,9;6,4;360;83
75114001;20110123;0,0;241;5,1;5,6;10;81
75114001;20110124;0,8;326;5,7;5,9;360;80
75114001;20110125;0,4;265;5,7;5,1;240;79
75114001;20110126;4,0;654;4,9;5,3;240;85
75114001;20110127;0,0;0;3,4;5,9;40;76
75114001;20110128;0,0;0;1,1;7,0;60;68
75114001;20110129;0,0;0;0,1;5,1;350;73
75114001;20110130;0,0;0;-1,1;5,1;10;76
75114001;20110131;0,0;0;-2,3;4,1;360;80
75114001;20110201;0,0;657;-1,7;3,6;190;84
75114001;20110202;2,2;295;2,0;4,4;190;88
75114001;20110203;0,0;25;6,1;3,6;190;88
75114001;20110204;0,0;0;8,5;6,7;210;78
75114001;20110205;0,0;0;10,5;5,9;210;70
75114001;20110206;0,0;0;8,7;5,7;210;71
75114001;20110207;0,8;75;7,6;5,5;210;73
75114001;20110208;0,0;33;9,2;4,6;240;82
75114001;20110209;0,0;0;6,9;3,8;140;88
75114001;20110210;0,6;231;8,9;4,4;210;81
75114001;20110211;0,0;35;12,9;6,3;210;64
75114001;20110212;1,2;156;8,7;4,6;270;79
75114001;20110213;0,0;68;6,8;6,1;150;77
75114001;20110214;0,0;10;7,8;4,5;200;74
75114001;20110215;0,8;190;5,8;6,2;170;82
75114001;20110216;0,0;0;6,1;4,1;80;82
75114001;20110217;0,0;0;5,0;3,7;40;82
75114001;20110218;0,0;0;4,2;4,5;140;83
75114001;20110219;9,6;725;4,3;4,9;140;91
75114001;20110220;0,0;25;6,9;4,7;290;79
75114001;20110221;2,6;730;6,5;4,8;80;82
75114001;20110222;0,0;0;4,7;4,3;10;70
75114001;20110223;7,2;747;4,1;4,8;170;77
75114001;20110224;0,0;30;10,3;5,2;310;82
75114001;20110225;0,0;0;10,0;3,3;320;76
75114001;20110226;4,8;413;9,2;6,0;310;79
75114001;20110227;0,0;0;6,9;6,5;330;67
75114001;20110228;0,0;0;4,5;5,6;340;79
75114001;20110301;0,0;0;5,3;8,2;10;72
75114001;20110302;0,0;0;5,9;7,6;10;61
75114001;20110303;0,0;0;4,7;7,0;40;56
75114001;20110304;0,0;0;5,5;5,7;10;58
75114001;20110305;0,0;0;4,2;6,2;10;69
75114001;20110306;0,0;0;4,7;6,3;40;62
75114001;20110307;0,0;0;5,3;5,1;80;45
75114001;20110308;0,0;0;8,7;4,6;190;53
75114001;20110309;0,0;0;9,4;5,7;260;66
75114001;20110310;0,0;0;8,8;6,5;250;67
75114001;20110311;0,0;15;10,3;4,0;210;66
75114001;20110312;1,0;665;9,6;7,6;200;68
75114001;20110313;0,0;0;10,6;5,4;170;78
75114001;20110314;0,0;0;11,7;4,7;60;77
75114001;20110315;0,0;8;14,4;5,3;90;58
75114001;20110316;0,0;0;13,1;6,9;10;62
75114001;20110317;0,0;;7,8;7,1;340;77
75114001;20110318;4,2;329;9,6;7,3;350;75
75114001;20110319;0,0;0;7,6;8,0;350;74
75114001;20110320;0,0;0;8,5;3,5;60;54
75114001;20110321;0,0;0;10,2;5,0;60;40
75114001;20110322;0,0;0;12,1;6,1;50;38
75114001;20110323;0,0;0;13,2;4,8;40;46
75114001;20110324;0,0;0;14,3;3,6;150;49
75114001;20110325;0,0;0;15,2;3,7;200;49
75114001;20110326;4,8;267;14,2;4,5;200;64
75114001;20110327;0,0;182;12,7;4,8;20;75
75114001;20110328;0,0;0;13,0;4,4;30;53
75114001;20110329;1,0;219;11,7;5,2;190;71
75114001;20110330;5,0;281;11,3;5,3;200;81
75114001;20110331;1,0;170;14,0;6,9;240;82
75114001;20110401;0,0;0;13,3;5,5;210;84
75114001;20110402;4,0;150;16,8;5,8;320;67
75114001;20110403;1,2;186;11,7;4,6;330;73
75114001;20110404;0,0;0;11,2;4,2;240;64
75114001;20110405;0,0;0;13,0;5,8;210;58
75114001;20110406;0,0;0;17,2;3,7;120;56
75114001;20110407;0,0;0;18,9;5,4;350;50
75114001;20110408;0,0;0;16,6;4,8;30;58
75114001;20110409;0,0;0;17,0;5,0;40;48
75114001;20110410;0,0;0;18,8;3,4;50;45
75114001;20110411;0,0;0;16,5;5,9;310;60
75114001;20110412;0,0;0;10,6;6,8;310;53
75114001;20110413;0,0;0;10,4;3,5;160;50
75114001;20110414;0,0;0;12,4;4,0;40;44
75114001;20110415;0,0;0;12,9;4,5;30;44
75114001;20110416;0,0;0;13,4;4,2;30;41
75114001;20110417;0,0;0;14,1;7,3;30;39
75114001;20110418;0,0;0;16,6;3,8;150;40
75114001;20110419;0,0;0;18,7;3,8;70;43
75114001;20110420;0,0;0;19,4;4,8;150;41
75114001;20110421;0,0;0;18,7;5,1;180;38
75114001;20110422;0,0;0;19,5;4,6;130;41
75114001;20110423;1,8;46;20,2;5,3;360;48
75114001;20110424;0,0;0;20,1;3,6;30;51
75114001;20110425;0,0;0;19,5;6,8;10;47
75114001;20110426;0,0;0;17,4;6,3;360;49
75114001;20110427;0,0;0;14,3;7,4;360;57
75114001;20110428;0,4;265;10,6;5,9;360;81
75114001;20110429;1,2;101;13,5;4,3;40;75
75114001;20110430;0,4;12;16,3;3,9;20;66
75114001;20110501;0,0;78;18,2;4,7;50;56
75114001;20110502;0,4;117;15,9;6,1;30;54
75114001;20110503;0,0;0;12,8;5,3;30;45
75114001;20110504;0,0;0;14,2;3,6;50;42
75114001;20110505;0,0;0;16,2;4,6;140;38
75114001;20110506;0,0;0;19,5;4,0;150;39
75114001;20110507;0,0;0;21,9;6,4;150;41
75114001;20110508;0,0;0;20,5;5,6;220;51
75114001;20110509;0,0;0;20,0;4,8;330;46
75114001;20110510;0,0;0;19,7;5,8;350;52
75114001;20110511;0,0;0;17,8;5,0;350;44
75114001;20110512;0,0;0;15,0;5,7;320;51
75114001;20110513;0,0;0;16,2;4,5;340;45
75114001;20110514;0,0;0;14,0;6,5;320;51
75114001;20110515;0,8;23;13,2;6,1;310;55
75114001;20110516;0,0;0;14,4;4,2;250;62
75114001;20110517;0,0;0;16,5;4,5;310;56
75114001;20110518;0,0;0;19,0;5,3;360;51
75114001;20110519;0,0;0;18,0;4,2;20;62
75114001;20110520;0,0;0;17,6;5,2;340;59
75114001;20110521;0,0;0;19,0;3,8;180;50
75114001;20110522;0,0;0;18,1;5,8;290;51
75114001;20110523;0,0;0;19,7;6,0;330;42
75114001;20110524;0,0;0;15,8;7,6;320;45
75114001;20110525;0,0;0;18,1;4,0;150;36
75114001;20110526;0,0;0;15,8;8,0;240;50
75114001;20110527;0,0;17;13,8;5,3;280;58
75114001;20110528;0,0;0;15,9;5,3;230;48
75114001;20110529;0,0;0;19,5;4,4;230;45
75114001;20110530;0,8;97;21,3;6,2;210;51
75114001;20110531;0,0;10;14,1;7,3;350;54
75114001;20110601;0,0;0;16,4;7,4;10;44
75114001;20110602;0,0;0;19,8;7,8;20;35
75114001;20110603;0,0;0;22,5;7,1;40;37
75114001;20110604;8,4;330;23,9;6,7;60;52
75114001;20110605;22,6;158;21,0;9,6;180;75
75114001;20110606;2,4;149;16,4;4,7;240;82
75114001;20110607;6,6;305;15,3;5,5;310;80
75114001;20110608;0,0;0;15,8;5,4;250;50
75114001;20110609;0,0;0;15,4;4,1;270;52
75114001;20110610;0,4;186;14,3;6,6;250;65
75114001;20110611;0,0;0;14,1;5,1;240;54
75114001;20110612;1,8;379;15,5;4,5;180;59
75114001;20110613;5,8;553;18,4;4,7;230;75
75114001;20110614;0,2;8;19,6;3,8;300;73
75114001;20110615;0,2;34;20,4;5,6;240;61
75114001;20110616;0,0;2;18,5;7,8;240;57
75114001;20110617;2,6;180;16,6;8,5;210;64
75114001;20110618;1,0;145;14,7;9,1;260;66
75114001;20110619;7,2;344;15,4;6,6;240;60
75114001;20110620;6,2;147;17,8;6,1;230;79
75114001;20110621;0,4;45;18,7;5,4;240;78
75114001;20110622;9,0;280;17,5;8,0;250;65
75114001;20110623;0,0;10;16,0;6,5;260;60
75114001;20110624;0,0;0;16,3;4,5;250;52
75114001;20110625;0,0;0;20,6;5,0;250;57
75114001;20110626;0,0;0;24,6;4,1;150;57
75114001;20110627;1,0;110;28,5;6,0;10;47
75114001;20110628;1,4;80;26,0;7,1;310;60
75114001;20110629;0,0;0;18,5;6,2;320;54
75114001;20110630;0,0;0;17,3;5,9;350;51
75114001;20110701;0,0;0;17,7;5,4;340;50
75114001;20110702;0,0;0;17,8;5,5;20;44
75114001;20110703;0,0;0;18,9;5,9;20;42
75114001;20110704;0,0;0;21,2;4,5;30;44
75114001;20110705;0,2;75;23,4;7,4;270;46
75114001;20110706;0,0;5;19,3;7,4;230;56
75114001;20110707;0,0;23;18,6;5,8;200;51
75114001;20110708;0,6;66;19,0;7,0;200;55
75114001;20110709;0,0;22;18,3;5,9;210;59
75114001;20110710;0,0;0;19,5;4,4;360;56
75114001;20110711;0,0;0;21,7;4,8;50;46
75114001;20110712;5,8;184;19,6;7,0;360;68
75114001;20110713;0,6;375;16,4;7,4;350;67
75114001;20110714;0,0;0;17,3;5,5;320;52
75114001;20110715;0,0;0;21,0;4,6;210;43
75114001;20110716;19,5;706;18,2;7,7;200;71
75114001;20110717;0,2;518;16,1;7,4;210;70
75114001;20110718;2,8;272;16,4;6,8;240;61
75114001;20110719;24,7;655;14,2;5,8;340;85
75114001;20110720;2,4;369;15,6;4,3;240;76
75114001;20110721;0,4;175;17,0;4,9;340;79
75114001;20110722;3,0;79;17,1;5,2;360;72
75114001;20110723;3,4;65;15,4;7,2;320;63
75114001;20110724;0,2;76;17,0;5,8;260;59
75114001;20110725;0,0;0;19,2;5,6;10;60
75114001;20110726;0,2;25;18,8;5,0;320;61
75114001;20110727;0,6;127;16,8;4,4;330;73
75114001;20110728;0,0;89;18,3;4,9;360;73
75114001;20110729;0,0;0;18,3;5,1;20;70
75114001;20110730;0,0;0;18,2;4,9;10;56
75114001;20110731;0,0;0;19,1;2,9;110;53
75114001;20110801;0,0;0;21,3;3,8;60;49
75114001;20110802;9,8;390;22,8;4,2;140;52
75114001;20110803;0,4;110;22,0;5,0;320;68
75114001;20110804;7,8;624;20,2;5,9;210;76
75114001;20110805;22,6;247;20,1;5,8;230;84
75114001;20110806;3,8;163;18,2;6,0;220;80
75114001;20110807;5,8;225;16,8;5,8;210;70
75114001;20110808;2,8;143;16,3;6,6;230;69
75114001;20110809;0,0;22;16,3;6,4;330;59
75114001;20110810;0,0;0;18,2;4,2;240;54
75114001;20110811;0,0;0;20,6;6,4;240;52
75114001;20110812;0,4;23;20,4;5,0;240;69
75114001;20110813;4,2;362;19,9;5,8;240;76
75114001;20110814;0,0;10;19,3;5,6;210;73
75114001;20110815;0,0;0;19,1;4,0;320;57
75114001;20110816;0,0;0;21,5;4,1;250;52
75114001;20110817;0,0;10;21,6;4,2;10;64
75114001;20110818;0,0;0;21,7;5,8;210;76
75114001;20110819;0,0;0;21,1;4,3;340;62
75114001;20110820;1,6;277;24,1;4,1;150;58
75114001;20110821;0,2;35;26,4;4,7;10;61
75114001;20110822;0,2;25;22,1;7,4;350;61
75114001;20110823;0,0;13;22,2;6,0;210;67
75114001;20110824;0,0;0;19,9;5,3;250;59
75114001;20110825;13,3;230;21,5;4,9;220;52
75114001;20110826;2,6;182;16,3;8,1;260;80
75114001;20110827;6,9;203;15,3;6,1;250;74
75114001;20110828;0,0;0;16,2;5,4;310;62
75114001;20110829;0,0;0;15,7;4,6;320;64
75114001;20110830;0,0;0;15,8;4,7;40;57
75114001;20110831;0,2;85;17,7;4,0;60;53
75114001;20110901;0,0;0;20,6;4,7;160;63
75114001;20110902;0,0;0;23,4;2,7;210;63
75114001;20110903;14,5;295;23,2;7,0;210;70
75114001;20110904;1,6;101;18,6;6,1;260;78
75114001;20110905;0,0;1;16,8;7,5;240;64
75114001;20110906;0,6;90;17,7;7,5;220;67
75114001;20110907;0,0;0;16,5;6,9;210;65
75114001;20110908;0,8;85;17,1;5,0;250;78
75114001;20110909;0,0;0;21,5;4,2;230;77
75114001;20110910;0,0;0;23,3;6,5;200;67
75114001;20110911;8,0;370;17,2;6,1;190;78
75114001;20110912;0,0;21;19,2;7,1;210;74
75114001;20110913;0,0;0;17,9;5,0;240;62
75114001;20110914;0,0;0;15,0;3,9;320;61
75114001;20110915;0,0;0;16,4;4,2;80;60
75114001;20110916;0,0;0;18,0;5,3;240;66
75114001;20110917;6,2;125;15,9;6,3;210;73
75114001;20110918;0,4;145;13,3;6,5;240;75
75114001;20110919;0,2;15;15,3;5,0;310;70
75114001;20110920;0,0;0;16,5;4,0;240;70
75114001;20110921;0,0;0;17,5;;;65
75114001;20110922;0,0;0;16,3;4,5;310;64
75114001;20110923;0,0;0;15,7;2,8;100;66
75114001;20110924;0,0;0;17,0;3,3;170;64
75114001;20110925;0,0;0;19,7;3,5;220;65
75114001;20110926;0,0;0;20,6;3,8;240;62
75114001;20110927;0,0;0;20,6;3,0;70;67
75114001;20110928;0,0;0;21,6;4,0;70;60
75114001;20110929;0,0;0;21,1;2,9;110;59
75114001;20110930;0,0;0;21,5;;;59
75114001;20111001;0,0;0;21,4;3,6;60;56
75114001;20111002;0,0;0;20,9;2,8;60;56
75114001;20111003;0,0;0;20,6;4,0;210;53
75114001;20111004;0,0;;18,6;5,6;310;71
75114001;20111005;0,0;0;17,9;4,5;250;68
75114001;20111006;1,2;64;15,2;6,5;310;68
75114001;20111007;0,8;108;12,2;5,6;260;71
75114001;20111008;0,6;225;12,1;6,7;310;75
75114001;20111009;4,8;340;15,7;5,6;280;85
75114001;20111010;0,0;0;16,6;5,5;260;76
75114001;20111011;0,0;13;16,3;5,4;240;73
75114001;20111012;0,0;95;15,6;4,7;270;73
75114001;20111013;0,2;0;15,9;4,1;10;79
75114001;20111014;0,0;0;12,4;4,9;50;64
75114001;20111015;0,0;0;10,6;3,4;110;65
75114001;20111016;0,0;0;11,6;3,0;310;71
75114001;20111017;0,0;0;13,2;3,9;190;75
75114001;20111018;8,6;586;11,4;6,6;320;84
75114001;20111019;0,8;35;9,4;6,9;320;74
75114001;20111020;0,0;0;8,2;5,2;350;65
75114001;20111021;0,0;0;7,1;3,6;120;66
75114001;20111022;0,0;0;6,4;4,4;120;81
75114001;20111023;0,0;0;11,1;5,3;140;72
75114001;20111024;7,0;448;12,8;5,2;150;73
75114001;20111025;5,9;35;12,4;6,3;220;84
75114001;20111026;0,0;0;11,7;5,2;180;71
75114001;20111027;0,0;0;13,2;4,6;150;69
75114001;20111028;0,0;0;14,9;3,5;140;79
75114001;20111029;0,2;101;15,3;3,5;200;83
75114001;20111030;0,0;0;13,6;3,3;210;79
75114001;20111031;0,0;0;12,7;4,3;150;80
75114001;20111101;5,4;169;11,2;4,1;170;89
75114001;20111102;0,0;48;13,5;4,5;130;84
75114001;20111103;11,2;545;15,7;5,2;150;80
75114001;20111104;12,5;263;14,3;6,2;170;76
75114001;20111105;0,0;0;14,7;3,9;310;85
75114001;20111106;0,0;0;13,8;9,2;360;76
75114001;20111107;0,4;230;10,8;;;79
75114001;20111108;1,8;169;10,3;3,9;150;88
75114001;20111109;0,6;2;12,6;4,6;140;82
75114001;20111110;0,0;0;10,0;3,9;90;84
75114001;20111111;0,0;0;8,7;5,1;130;91
75114001;20111112;0,0;0;11,8;3,8;150;81
75114001;20111113;0,0;0;10,0;4,0;120;81
75114001;20111114;0,0;0;8,1;3,6;100;78
75114001;20111115;0,0;0;4,8;3,8;80;85
75114001;20111116;0,0;0;3,7;3,1;110;90
75114001;20111117;0,0;0;10,0;3,5;190;86
75114001;20111118;0,0;0;9,8;3,2;120;80
75114001;20111119;0,0;0;9,0;3,1;120;77
75114001;20111120;0,0;0;8,8;2,0;100;83
75114001;20111121;0,0;0;9,8;2,3;110;84
75114001;20111122;0,0;0;10,6;;;82
75114001;20111123;0,0;0;11,3;3,6;320;84
75114001;20111124;0,0;0;9,2;3,4;150;87
75114001;20111125;0,0;0;7,6;3,8;190;88
75114001;20111126;0,0;0;6,5;4,8;190;89
75114001;20111127;0,0;0;10,5;5,0;210;81
75114001;20111128;0,0;2;7,7;4,3;150;87
75114001;20111129;0,4;67;7,9;7,0;170;86
75114001;20111130;0,0;0;8,3;4,0;170;78
75114001;20111201;1,0;217;11,4;6,8;200;80
75114001;20111202;0,4;178;9,3;8,0;210;73
75114001;20111203;4,2;511;10,0;8,3;200;84
75114001;20111204;7,6;392;11,8;7,9;290;83
75114001;20111205;1,0;123;7,2;7,6;250;73
75114001;20111206;0,6;120;7,2;6,2;250;77
75114001;20111207;0,8;149;9,6;8,4;250;74
75114001;20111208;1,2;173;8,9;7,8;210;79
75114001;20111209;2,2;403;8,9;6,5;210;82
75114001;20111210;0,0;;6,3;2,8;290;75
75114001;20111211;4,6;;4,9;4,8;200;88
75114001;20111212;1,0;;7,9;7,1;180;75
75114001;20111213;16,1;;9,4;11,2;210;76
75114001;20111214;0,0;;7,7;9,7;240;72
75114001;20111215;21,5;;7,0;8,8;240;75
75114001;20111216;7,6;458;7,8;12,4;210;78
75114001;20111217;0,6;65;4,5;5,7;270;78
75114001;20111218;0,8;118;4,0;5,2;310;73
75114001;20111219;4,2;541;2,8;5,1;190;85
75114001;20111220;4,4;345;8,2;7,2;320;76
75114001;20111221;2,4;509;9,3;5,1;310;89
75114001;20111222;0,0;58;11,2;5,5;310;78
75114001;20111223;2,4;215;9,1;8,0;270;80
75114001;20111224;0,0;2;6,6;6,3;300;69
75114001;20111225;0,0;30;8,2;4,0;240;77
75114001;20111226;0,0;0;8,6;3,5;170;77
75114001;20111227;0,0;0;3,4;4,0;150;93
75114001;20111228;0,0;36;4,5;6,2;210;87
75114001;20111229;4,6;287;6,8;7,1;250;74
75114001;20111230;6,2;623;7,6;7,4;320;78
75114001;20111231;0,8;75;12,1;5,5;240;88
75114001;20120101;8,0;662;12,9;8,7;210;85
75114001;20120102;0,4;45;8,0;7,1;250;76
75114001;20120103;1,8;269;9,5;11,1;210;79
75114001;20120104;0,0;201;8,4;7,8;210;67
75114001;20120105;2,0;329;10,0;13,3;320;68
75114001;20120106;0,0;2;7,0;6,1;310;66
75114001;20120107;0,2;78;9,5;6,6;310;75
75114001;20120108;0,0;6;8,6;4,4;310;68
75114001;20120109;0,0;55;9,8;4,4;260;75
75114001;20120110;0,0;0;10,3;3,2;310;78
75114001;20120111;0,0;0;9,7;2,2;330;64
75114001;20120112;0,0;0;8,6;5,2;260;72
75114001;20120113;0,0;0;7,3;4,5;40;75
75114001;20120114;0,0;0;3,8;5,0;90;65
75114001;20120115;0,0;0;2,8;4,9;80;66
75114001;20120116;0,0;0;2,4;5,3;80;55
75114001;20120117;0,0;0;1,5;3,1;100;64
75114001;20120118;0,0;177;4,5;6,1;210;83
75114001;20120119;1,0;204;11,0;8,7;240;82
75114001;20120120;0,6;407;8,7;6,2;250;74
75114001;20120121;0,4;223;10,9;6,9;290;78
75114001;20120122;0,0;22;9,6;6,3;260;69
75114001;20120123;0,8;166;7,7;4,4;300;76
75114001;20120124;4,8;619;6,5;4,9;170;82
75114001;20120125;1,0;276;10,1;3,0;170;89
75114001;20120126;0,4;148;7,8;5,6;280;83
75114001;20120127;2,2;157;5,9;4,4;210;73
75114001;20120128;0,4;153;4,6;3,8;40;81
75114001;20120129;0,0;22;2,1;6,2;40;75
75114001;20120130;0,0;0;0,5;3,9;50;70
75114001;20120131;0,0;0;0,2;5,8;30;69
75114001;20120201;0,0;0;-2,6;8,1;30;61
75114001;20120202;0,0;0;-4,6;8,2;10;46
75114001;20120203;0,0;27;-4,4;6,7;10;49
75114001;20120204;0,0;0;-4,1;3,7;40;55
75114001;20120205;0,0;196;-4,6;5,8;150;53
75114001;20120206;0,0;0;-2,0;3,6;40;44
75114001;20120207;0,0;193;-4,9;8,9;10;47
75114001;20120208;0,0;0;-4,3;7,0;20;66
75114001;20120209;0,0;0;-2,5;6,2;360;65
75114001;20120210;0,0;0;-2,3;6,1;50;59
75114001;20120211;0,0;0;-3,8;6,9;20;51
75114001;20120212;0,0;0;-2,8;4,3;10;59
75114001;20120213;0,6;298;3,0;4,6;320;83
75114001;20120214;0,2;102;5,2;6,5;350;77
75114001;20120215;0,2;142;7,0;8,0;310;75
75114001;20120216;0,0;5;7,3;5,4;310;75
75114001;20120217;0,0;236;7,4;3,9;250;81
75114001;20120218;3,2;270;8,7;7,1;320;83
75114001;20120219;0,0;0;4,9;7,0;320;59
75114001;20120220;0,0;0;3,4;2,8;140;56
75114001;20120221;0,0;0;4,1;2,8;210;60
75114001;20120222;0,2;100;5,0;3,9;210;61
75114001;20120223;0,2;152;9,7;3,5;240;84
75114001;20120224;0,0;0;11,0;3,7;310;82
75114001;20120225;0,2;104;9,8;5,4;340;84
75114001;20120226;0,0;0;8,3;4,9;340;67
75114001;20120227;0,0;0;8,3;4,0;220;71
75114001;20120228;0,0;0;10,4;2,4;270;74
75114001;20120229;0,0;0;10,6;3,8;20;76
75114001;20120301;0,0;0;9,8;3,2;10;85
75114001;20120302;0,0;0;9,9;3,2;170;81
75114001;20120303;0,2;100;8,6;4,0;220;84
75114001;20120304;3,6;210;8,2;8,5;300;80
75114001;20120305;0,8;541;6,3;8,3;310;62
75114001;20120306;1,2;289;5,3;5,7;290;77
75114001;20120307;4,6;280;5,3;6,3;200;80
75114001;20120308;0,0;0;7,2;4,9;350;61
75114001;20120309;0,0;0;9,1;3,8;310;59
75114001;20120310;0,0;0;10,8;4,4;340;72
75114001;20120311;0,0;0;10,6;4,7;20;75
75114001;20120312;0,0;0;11,8;4,6;10;69
75114001;20120313;0,0;0;10,6;4,8;50;75
75114001;20120314;0,0;0;9,9;3,4;20;70
75114001;20120315;0,0;0;13,7;3,6;120;59
75114001;20120316;0,0;0;15,5;5,5;320;57
75114001;20120317;0,8;172;10,4;5,2;220;77
75114001;20120318;0,8;149;8,4;5,4;360;74
75114001;20120319;0,0;0;7,9;5,6;10;62
75114001;20120320;0,0;0;9,1;3,6;20;52
75114001;20120321;0,0;0;12,1;6,3;60;49
75114001;20120322;0,0;0;14,8;3,5;60;45
75114001;20120323;0,0;0;15,8;3,9;10;45
75114001;20120324;0,0;0;16,0;4,6;30;49
75114001;20120325;0,0;0;16,0;5,5;10;56
75114001;20120326;0,0;0;15,8;6,2;60;41
75114001;20120327;0,0;0;15,7;5,8;40;39
75114001;20120328;0,0;0;15,9;5,4;10;50
75114001;20120329;0,0;0;15,0;6,5;10;48
75114001;20120330;0,0;0;13,6;4,8;320;57
75114001;20120331;0,0;0;9,5;7,0;360;71
75114001;20120401;0,0;0;8,4;5,8;20;48
75114001;20120402;0,0;0;11,4;4,1;40;44
75114001;20120403;0,0;20;12,5;5,2;290;49
75114001;20120404;0,2;80;10,5;3,7;210;61
75114001;20120405;0,0;0;8,9;6,9;10;73
75114001;20120406;0,0;0;9,6;5,6;10;58
75114001;20120407;0,0;7;8,8;6,8;10;53
75114001;20120408;0,2;29;8,0;5,4;10;56
75114001;20120409;4,0;543;10,9;6,9;240;76
75114001;20120410;4,6;445;9,5;6,6;200;77
75114001;20120411;0,8;84;8,5;6,0;240;72
75114001;20120412;0,0;26;9,7;6,9;330;65
75114001;20120413;0,2;25;10,2;5,0;220;60
75114001;20120414;0,0;24;10,4;7,3;360;60
75114001;20120415;0,0;0;7,3;9,6;350;61
75114001;20120416;0,0;0;7,1;7,4;10;51
75114001;20120417;6,2;381;6,4;7,9;210;74
75114001;20120418;8,0;285;7,7;8,7;190;80
75114001;20120419;0,2;32;9,3;6,6;260;69
75114001;20120420;3,0;139;9,9;7,7;260;69
75114001;20120421;0,6;30;9,2;6,3;280;68
75114001;20120422;1,8;95;8,8;8,4;230;69
75114001;20120423;11,8;575;8,0;8,7;170;79
75114001;20120424;2,4;168;9,3;6,0;280;74
75114001;20120425;4,4;366;9,6;7,9;170;78
75114001;20120426;1,6;41;12,4;9,0;200;69
75114001;20120427;1,8;266;11,9;5,0;190;70
75114001;20120428;4,8;429;12,3;5,5;10;88
75114001;20120429;4,8;142;14,7;9,9;190;64
75114001;20120430;2,2;123;14,3;6,8;110;68
75114001;20120501;0,0;0;14,7;4,1;200;59
75114001;20120502;3,4;480;12,0;4,8;340;76
75114001;20120503;0,0;0;14,5;4,7;210;65
75114001;20120504;2,4;95;14,8;5,6;210;75
75114001;20120505;23,9;695;12,6;5,5;360;78
75114001;20120506;0,0;17;10,8;4,3;10;77
75114001;20120507;0,0;0;13,5;4,6;170;65
75114001;20120508;0,8;145;16,0;6,1;170;71
75114001;20120509;0,2;12;17,9;6,0;240;73
75114001;20120510;0,0;31;22,4;6,7;200;60
75114001;20120511;2,6;158;16,6;6,3;320;67
75114001;20120512;0,0;0;12,8;6,8;20;54
75114001;20120513;0,0;0;11,7;5,4;40;50
75114001;20120514;0,0;;14,6;;;45
75114001;20120515;5,8;167;9,5;8,6;320;68
75114001;20120516;0,0;0;10,9;5,2;350;51
75114001;20120517;0,0;7;12,9;6,2;110;49
75114001;20120518;0,0;3;14,9;7,0;200;65
75114001;20120519;4,2;135;15,1;3,6;10;74
75114001;20120520;3,4;359;16,5;5,9;150;77
75114001;20120521;20,0;;12,7;7,5;310;91
75114001;20120522;0,0;0;16,0;7,6;310;78
75114001;20120523;0,0;0;18,6;4,6;320;74
75114001;20120524;0,0;0;21,9;4,7;360;69
75114001;20120525;0,0;0;23,2;6,3;60;48
